pfam_acc	evalue
zzz	PF01005.20	1
zzz	PF01002.20	1
zzz	PF01350.18	1
zzz	PF01349.18	1
zzz	PF00972.21	1
zzz	PF01570.18	1
zzz	PF00258.26	1
zzz	PF02525.18	1
zzz	PF12641.8	1
zzz	PF12682.8	1
zzz	PF12724.8	1
zzz	PF07972.12	1
zzz	PF01687.18	1
zzz	PF02441.20	1
zzz	PF06289.12	1
zzz	PF07378.12	1
zzz	PF06490.12	1
zzz	PF00286.21	1
zzz	PF08358.11	1
zzz	PF03963.15	1
zzz	PF13860.7	1
zzz	PF13861.7	1
zzz	PF02107.17	1
zzz	PF02119.17	1
zzz	PF04316.14	1
zzz	PF05130.13	1
zzz	PF17680.2	1
zzz	PF16538.6	1
zzz	PF16539.6	1
zzz	PF16548.6	1
zzz	PF06429.14	1
zzz	PF00460.21	1
zzz	PF02120.17	1
zzz	PF09479.11	1
zzz	PF18998.1	1
zzz	PF05280.12	1
zzz	PF05247.14	1
zzz	PF06366.14	1
zzz	PF12445.9	1
zzz	PF12613.9	1
zzz	PF07195.13	1
zzz	PF02465.19	1
zzz	PF02049.19	1
zzz	PF01706.17	1
zzz	PF14841.7	1
zzz	PF14842.7	1
zzz	PF02108.17	1
zzz	PF02050.17	1
zzz	PF03748.15	1
zzz	PF10306.10	1
zzz	PF02154.16	1
zzz	PF01052.21	1
zzz	PF16973.6	1
zzz	PF04347.14	1
zzz	PF00813.21	1
zzz	PF02561.15	1
zzz	PF16522.6	1
zzz	PF05400.14	1
zzz	PF02623.16	1
zzz	PF10768.10	1
zzz	PF10182.10	1
zzz	PF00624.19	1
zzz	PF13928.7	1
zzz	PF15975.6	1
zzz	PF16982.6	1
zzz	PF02662.17	1
zzz	PF05202.13	1
zzz	PF04964.15	1
zzz	PF03930.15	1
zzz	PF02947.15	1
zzz	PF17891.2	1
zzz	PF04772.13	1
zzz	PF02942.15	1
zzz	PF03506.14	1
zzz	PF03555.15	1
zzz	PF00598.20	1
zzz	PF08289.12	1
zzz	PF00599.18	1
zzz	PF00506.19	1
zzz	PF00600.20	1
zzz	PF00601.20	1
zzz	PF00603.18	1
zzz	PF00602.18	1
zzz	PF00604.18	1
zzz	PF14282.7	1
zzz	PF04500.17	1
zzz	PF15423.7	1
zzz	PF16662.6	1
zzz	PF03069.16	1
zzz	PF02663.15	1
zzz	PF09766.10	1
zzz	PF04205.15	1
zzz	PF04299.13	1
zzz	PF01070.19	1
zzz	PF03358.16	1
zzz	PF00743.20	1
zzz	PF17315.3	1
zzz	PF10344.10	1
zzz	PF10347.10	1
zzz	PF10305.10	1
zzz	PF10359.10	1
zzz	PF07091.12	1
zzz	PF00039.19	1
zzz	PF00040.20	1
zzz	PF00041.22	1
zzz	PF14310.7	1
zzz	PF16893.6	1
zzz	PF14686.7	1
zzz	PF16794.6	1
zzz	PF06280.13	1
zzz	PF17766.2	1
zzz	PF18447.2	1
zzz	PF13287.7	1
zzz	PF17808.2	1
zzz	PF05725.13	1
zzz	PF14638.7	1
zzz	PF14637.7	1
zzz	PF14636.7	1
zzz	PF02986.15	1
zzz	PF03274.15	1
zzz	PF03408.15	1
zzz	PF11229.9	1
zzz	PF03623.14	1
zzz	PF15888.6	1
zzz	PF11817.9	1
zzz	PF02980.17	1
zzz	PF02981.16	1
zzz	PF01770.19	1
zzz	PF03024.15	1
zzz	PF02152.19	1
zzz	PF11704.9	1
zzz	PF16692.6	1
zzz	PF09289.11	1
zzz	PF09398.11	1
zzz	PF13865.7	1
zzz	PF00250.19	1
zzz	PF08430.13	1
zzz	PF09163.12	1
zzz	PF18382.2	1
zzz	PF02911.19	1
zzz	PF00551.20	1
zzz	PF01226.18	1
zzz	PF12414.9	1
zzz	PF16676.6	1
zzz	PF16675.6	1
zzz	PF16159.6	1
zzz	PF09758.10	1
zzz	PF06963.13	1
zzz	PF10621.10	1
zzz	PF05911.12	1
zzz	PF16104.6	1
zzz	PF17614.3	1
zzz	PF08445.11	1
zzz	PF09725.10	1
zzz	PF10277.10	1
zzz	PF16376.6	1
zzz	PF05994.12	1
zzz	PF14407.7	1
zzz	PF01491.17	1
zzz	PF08771.12	1
zzz	PF03197.14	1
zzz	PF08867.12	1
zzz	PF06229.13	1
zzz	PF15315.7	1
zzz	PF04432.14	1
zzz	PF04422.14	1
zzz	PF07899.12	1
zzz	PF02434.17	1
zzz	PF01534.18	1
zzz	PF18032.2	1
zzz	PF06901.13	1
zzz	PF09421.11	1
zzz	PF11768.9	1
zzz	PF03881.15	1
zzz	PF03032.16	1
zzz	PF10479.10	1
zzz	PF03959.14	1
zzz	PF15554.7	1
zzz	PF15783.6	1
zzz	PF13955.7	1
zzz	PF13095.7	1
zzz	PF13093.7	1
zzz	PF02971.15	1
zzz	PF04961.13	1
zzz	PF07837.13	1
zzz	PF01827.28	1
zzz	PF01268.20	1
zzz	PF12934.8	1
zzz	PF12933.8	1
zzz	PF07504.14	1
zzz	PF01913.19	1
zzz	PF03239.15	1
zzz	PF02741.16	1
zzz	PF14450.7	1
zzz	PF06480.16	1
zzz	PF01728.20	1
zzz	PF13491.7	1
zzz	PF17854.2	1
zzz	PF09397.11	1
zzz	PF01580.19	1
zzz	PF12538.9	1
zzz	PF04999.14	1
zzz	PF03799.16	1
zzz	PF01098.20	1
zzz	PF02687.22	1
zzz	PF18075.2	1
zzz	PF12327.9	1
zzz	PF03867.15	1
zzz	PF07959.13	1
zzz	PF02952.18	1
zzz	PF07881.13	1
zzz	PF07882.13	1
zzz	PF16757.6	1
zzz	PF18025.2	1
zzz	PF10415.10	1
zzz	PF02300.18	1
zzz	PF02313.18	1
zzz	PF03630.15	1
zzz	PF05681.15	1
zzz	PF05683.13	1
zzz	PF04930.16	1
zzz	PF16797.6	1
zzz	PF07938.13	1
zzz	PF18647.2	1
zzz	PF12709.8	1
zzz	PF04082.19	1
zzz	PF11951.9	1
zzz	PF10917.9	1
zzz	PF05933.14	1
zzz	PF01475.20	1
zzz	PF00757.21	1
zzz	PF15913.6	1
zzz	PF13076.7	1
zzz	PF13040.7	1
zzz	PF04632.13	1
zzz	PF12805.8	1
zzz	PF13515.7	1
zzz	PF15993.6	1
zzz	PF13044.7	1
zzz	PF00523.19	1
zzz	PF01621.18	1
zzz	PF19036.1	1
zzz	PF19037.1	1
zzz	PF19038.1	1
zzz	PF09259.12	1
zzz	PF14922.7	1
zzz	PF14670.7	1
zzz	PF12235.9	1
zzz	PF16098.6	1
zzz	PF16096.6	1
zzz	PF16097.6	1
zzz	PF04186.14	1
zzz	PF09538.11	1
zzz	PF05965.15	1
zzz	PF05964.15	1
zzz	PF07078.12	1
zzz	PF01363.22	1
zzz	PF02318.17	1
zzz	PF01392.23	1
zzz	PF04799.14	1
zzz	PF08919.11	1
zzz	PF18060.2	1
zzz	PF01115.18	1
zzz	PF01116.21	1
zzz	PF12803.8	1
zzz	PF00503.21	1
zzz	PF00631.23	1
zzz	PF01585.24	1
zzz	PF12656.8	1
zzz	PF15103.7	1
zzz	PF01125.18	1
zzz	PF18442.2	1
zzz	PF07474.13	1
zzz	PF02660.16	1
zzz	PF04309.13	1
zzz	PF07501.13	1
zzz	PF15096.7	1
zzz	PF10786.10	1
zzz	PF02781.17	1
zzz	PF00479.23	1
zzz	PF10162.10	1
zzz	PF01468.18	1
zzz	PF17573.3	1
zzz	PF04114.15	1
zzz	PF11620.9	1
zzz	PF02938.15	1
zzz	PF08887.12	1
zzz	PF01590.27	1
zzz	PF13185.7	1
zzz	PF13492.7	1
zzz	PF13975.7	1
zzz	PF09237.12	1
zzz	PF06217.13	1
zzz	PF16828.6	1
zzz	PF05831.12	1
zzz	PF01140.20	1
zzz	PF02337.18	1
zzz	PF01141.19	1
zzz	PF08723.11	1
zzz	PF00540.19	1
zzz	PF02228.17	1
zzz	PF00607.21	1
zzz	PF02093.17	1
zzz	PF08705.12	1
zzz	PF13976.7	1
zzz	PF03276.15	1
zzz	PF16489.6	1
zzz	PF18619.2	1
zzz	PF06990.12	1
zzz	PF00337.23	1
zzz	PF18535.2	1
zzz	PF03902.14	1
zzz	PF01762.22	1
zzz	PF01296.19	1
zzz	PF17974.2	1
zzz	PF10509.10	1
zzz	PF02052.16	1
zzz	PF01087.23	1
zzz	PF02744.18	1
zzz	PF17337.3	1
zzz	PF02140.19	1
zzz	PF13802.7	1
zzz	PF18080.2	1
zzz	PF06064.12	1
zzz	PF00304.21	1
zzz	PF05908.12	1
zzz	PF17155.5	1
zzz	PF17156.5	1
zzz	PF17154.5	1
zzz	PF17157.5	1
zzz	PF11770.9	1
zzz	PF04410.15	1
zzz	PF16731.6	1
zzz	PF01071.20	1
zzz	PF02843.17	1
zzz	PF02844.16	1
zzz	PF13851.7	1
zzz	PF02187.18	1
zzz	PF02704.15	1
zzz	PF04598.13	1
zzz	PF17708.2	1
zzz	PF00918.18	1
zzz	PF00741.19	1
zzz	PF01304.18	1
zzz	PF03127.15	1
zzz	PF00320.28	1
zzz	PF05349.13	1
zzz	PF00117.29	1
zzz	PF07090.12	1
zzz	PF00310.22	1
zzz	PF07685.15	1
zzz	PF13230.7	1
zzz	PF13507.7	1
zzz	PF13522.7	1
zzz	PF13537.7	1
zzz	PF02934.16	1
zzz	PF02637.19	1
zzz	PF18195.2	1
zzz	PF07670.15	1
zzz	PF08013.12	1
zzz	PF04572.13	1
zzz	PF06155.13	1
zzz	PF02263.20	1
zzz	PF18416.2	1
zzz	PF08363.11	1
zzz	PF02841.15	1
zzz	PF02425.16	1
zzz	PF02526.15	1
zzz	PF18455.2	1
zzz	PF17580.3	1
zzz	PF08481.11	1
zzz	PF12786.8	1
zzz	PF04189.14	1
zzz	PF08704.11	1
zzz	PF14801.7	1
zzz	PF07842.13	1
zzz	PF02649.15	1
zzz	PF05165.13	1
zzz	PF13324.7	1
zzz	PF07802.12	1
zzz	PF03615.16	1
zzz	PF12074.9	1
zzz	PF06320.14	1
zzz	PF18229.2	1
zzz	PF15328.7	1
zzz	PF14609.7	1
zzz	PF04551.15	1
zzz	PF04130.14	1
zzz	PF17681.2	1
zzz	PF02155.16	1
zzz	PF12550.9	1
zzz	PF07750.12	1
zzz	PF03074.17	1
zzz	PF04107.14	1
zzz	PF16647.6	1
zzz	PF01597.20	1
zzz	PF01571.22	1
zzz	PF08669.12	1
zzz	PF09694.11	1
zzz	PF01150.18	1
zzz	PF02347.17	1
zzz	PF06202.15	1
zzz	PF12439.9	1
zzz	PF14742.7	1
zzz	PF12466.9	1
zzz	PF00996.19	1
zzz	PF02351.17	1
zzz	PF03009.18	1
zzz	PF13653.7	1
zzz	PF16363.6	1
zzz	PF15667.6	1
zzz	PF14345.7	1
zzz	PF04295.14	1
zzz	PF16030.6	1
zzz	PF16529.6	1
zzz	PF02212.19	1
zzz	PF00626.23	1
zzz	PF06372.13	1
zzz	PF11095.9	1
zzz	PF15348.7	1
zzz	PF07412.13	1
zzz	PF04807.13	1
zzz	PF08464.11	1
zzz	PF00799.21	1
zzz	PF08283.12	1
zzz	PF01440.17	1
zzz	PF01407.18	1
zzz	PF00845.20	1
zzz	PF01492.18	1
zzz	PF00844.19	1
zzz	PF01708.17	1
zzz	PF01524.18	1
zzz	PF18380.2	1
zzz	PF02053.16	1
zzz	PF17053.6	1
zzz	PF03323.14	1
zzz	PF17898.2	1
zzz	PF00196.20	1
zzz	PF10646.10	1
zzz	PF10676.10	1
zzz	PF10803.9	1
zzz	PF10737.10	1
zzz	PF10970.9	1
zzz	PF08690.11	1
zzz	PF16843.6	1
zzz	PF18514.2	1
zzz	PF05671.12	1
zzz	PF04828.15	1
zzz	PF17331.3	1
zzz	PF01408.23	1
zzz	PF02894.18	1
zzz	PF19051.1	1
zzz	PF01353.23	1
zzz	PF06399.14	1
zzz	PF14843.7	1
zzz	PF06094.13	1
zzz	PF18308.2	1
zzz	PF00990.22	1
zzz	PF17853.2	1
zzz	PF14057.7	1
zzz	PF15685.6	1
zzz	PF14410.7	1
zzz	PF17995.2	1
zzz	PF14741.7	1
zzz	PF17829.2	1
zzz	PF18271.2	1
zzz	PF03321.14	1
zzz	PF16369.6	1
zzz	PF17851.2	1
zzz	PF14509.7	1
zzz	PF14508.7	1
zzz	PF12772.8	1
zzz	PF17834.2	1
zzz	PF02638.16	1
zzz	PF14883.7	1
zzz	PF14885.7	1
zzz	PF14872.7	1
zzz	PF14871.7	1
zzz	PF08544.14	1
zzz	PF00288.27	1
zzz	PF11080.9	1
zzz	PF01134.23	1
zzz	PF13932.7	1
zzz	PF02527.16	1
zzz	PF12483.9	1
zzz	PF13856.7	1
zzz	PF08388.12	1
zzz	PF03227.17	1
zzz	PF10764.10	1
zzz	PF12205.9	1
zzz	PF11710.9	1
zzz	PF16559.6	1
zzz	PF08518.12	1
zzz	PF01541.25	1
zzz	PF03359.14	1
zzz	PF00594.21	1
zzz	PF11397.9	1
zzz	PF18440.2	1
zzz	PF07221.12	1
zzz	PF17847.2	1
zzz	PF14109.7	1
zzz	PF12080.9	1
zzz	PF12081.9	1
zzz	PF07817.14	1
zzz	PF10528.10	1
zzz	PF03275.14	1
zzz	PF17994.2	1
zzz	PF08971.12	1
zzz	PF18390.2	1
zzz	PF13016.7	1
zzz	PF00120.25	1
zzz	PF18318.2	1
zzz	PF03951.20	1
zzz	PF16952.6	1
zzz	PF08335.12	1
zzz	PF03710.16	1
zzz	PF15644.7	1
zzz	PF18626.2	1
zzz	PF00042.23	1
zzz	PF10793.10	1
zzz	PF06942.13	1
zzz	PF08718.12	1
zzz	PF15249.7	1
zzz	PF01744.21	1
zzz	PF03616.15	1
zzz	PF02686.16	1
zzz	PF02364.16	1
zzz	PF09136.11	1
zzz	PF09985.10	1
zzz	PF09137.12	1
zzz	PF02685.17	1
zzz	PF13618.7	1
zzz	PF01182.21	1
zzz	PF01832.21	1
zzz	PF14264.7	1
zzz	PF07581.13	1
zzz	PF18466.2	1
zzz	PF10606.10	1
zzz	PF04960.16	1
zzz	PF00462.25	1
zzz	PF04399.14	1
zzz	PF03157.14	1
zzz	PF00745.21	1
zzz	PF05201.16	1
zzz	PF05096.13	1
zzz	PF04262.15	1
zzz	PF16912.6	1
zzz	PF01645.18	1
zzz	PF04898.15	1
zzz	PF12764.8	1
zzz	PF13488.7	1
zzz	PF13436.7	1
zzz	PF13441.7	1
zzz	PF05242.12	1
zzz	PF10091.10	1
zzz	PF05693.14	1
zzz	PF14845.7	1
zzz	PF06475.12	1
zzz	PF00274.20	1
zzz	PF01102.19	1
zzz	PF03409.16	1
zzz	PF00606.19	1
zzz	PF00802.20	1
zzz	PF17416.3	1
zzz	PF17417.3	1
zzz	PF00534.21	1
zzz	PF00535.27	1
zzz	PF00591.22	1
zzz	PF00953.22	1
zzz	PF04413.17	1
zzz	PF02885.18	1
zzz	PF18565.2	1
zzz	PF17677.2	1
zzz	PF17652.2	1
zzz	PF00232.19	1
zzz	PF00331.21	1
zzz	PF12899.8	1
zzz	PF12905.8	1
zzz	PF17132.5	1
zzz	PF05838.13	1
zzz	PF00457.18	1
zzz	PF03537.14	1
zzz	PF15979.6	1
zzz	PF01670.17	1
zzz	PF06824.12	1
zzz	PF07944.13	1
zzz	PF11308.9	1
zzz	PF04041.14	1
zzz	PF01373.18	1
zzz	PF00723.22	1
zzz	PF00722.22	1
zzz	PF00332.19	1
zzz	PF00704.29	1
zzz	PF00182.20	1
zzz	PF00703.22	1
zzz	PF00728.23	1
zzz	PF02838.16	1
zzz	PF01183.21	1
zzz	PF02156.16	1
zzz	PF00295.18	1
zzz	PF02836.18	1
zzz	PF02837.19	1
zzz	PF00933.22	1
zzz	PF02055.17	1
zzz	PF17189.5	1
zzz	PF01055.27	1
zzz	PF08244.13	1
zzz	PF00251.21	1
zzz	PF01301.20	1
zzz	PF17167.5	1
zzz	PF16874.6	1
zzz	PF16875.6	1
zzz	PF18438.2	1
zzz	PF07748.14	1
zzz	PF01074.23	1
zzz	PF01229.18	1
zzz	PF01915.23	1
zzz	PF02056.17	1
zzz	PF02449.16	1
zzz	PF08533.11	1
zzz	PF08532.11	1
zzz	PF04616.15	1
zzz	PF12891.8	1
zzz	PF02015.17	1
zzz	PF01374.19	1
zzz	PF01532.21	1
zzz	PF02011.16	1
zzz	PF03718.14	1
zzz	PF17433.3	1
zzz	PF11975.9	1
zzz	PF03512.14	1
zzz	PF07745.14	1
zzz	PF01630.19	1
zzz	PF03065.16	1
zzz	PF02057.16	1
zzz	PF17387.3	1
zzz	PF18564.2	1
zzz	PF01341.18	1
zzz	PF03443.15	1
zzz	PF03664.14	1
zzz	PF03200.17	1
zzz	PF16923.6	1
zzz	PF16483.6	1
zzz	PF03633.16	1
zzz	PF03632.16	1
zzz	PF03636.16	1
zzz	PF13199.7	1
zzz	PF07477.13	1
zzz	PF07488.13	1
zzz	PF03648.15	1
zzz	PF02435.17	1
zzz	PF00840.21	1
zzz	PF02324.17	1
zzz	PF03659.15	1
zzz	PF03198.15	1
zzz	PF07335.12	1
zzz	PF03663.15	1
zzz	PF02446.18	1
zzz	PF16862.6	1
zzz	PF03662.15	1
zzz	PF01270.18	1
zzz	PF13647.7	1
zzz	PF03639.14	1
zzz	PF03644.14	1
zzz	PF07470.14	1
zzz	PF00759.20	1
zzz	PF07971.13	1
zzz	PF17678.2	1
zzz	PF10566.10	1
zzz	PF08307.12	1
zzz	PF08306.12	1
zzz	PF16317.6	1
zzz	PF11790.9	1
zzz	PF12215.9	1
zzz	PF14587.7	1
zzz	PF17451.3	1
zzz	PF14498.7	1
zzz	PF18088.2	1
zzz	PF10111.10	1
zzz	PF13641.7	1
zzz	PF13704.7	1
zzz	PF13712.7	1
zzz	PF00852.20	1
zzz	PF01531.17	1
zzz	PF01793.17	1
zzz	PF04724.14	1
zzz	PF15024.7	1
zzz	PF00982.22	1
zzz	PF13506.7	1
zzz	PF03901.18	1
zzz	PF18404.2	1
zzz	PF01755.18	1
zzz	PF03033.21	1
zzz	PF00777.19	1
zzz	PF05637.13	1
zzz	PF06165.12	1
zzz	PF13439.7	1
zzz	PF13844.7	1
zzz	PF03360.17	1
zzz	PF13896.7	1
zzz	PF08323.12	1
zzz	PF07922.12	1
zzz	PF04666.14	1
zzz	PF07429.12	1
zzz	PF03414.14	1
zzz	PF09258.11	1
zzz	PF02709.15	1
zzz	PF13733.7	1
zzz	PF01501.21	1
zzz	PF16849.6	1
zzz	PF08437.11	1
zzz	PF01075.18	1
zzz	PF05686.13	1
zzz	PF01697.28	1
zzz	PF13524.7	1
zzz	PF13528.7	1
zzz	PF13692.7	1
zzz	PF13632.7	1
zzz	PF13477.7	1
zzz	PF12000.9	1
zzz	PF13579.7	1
zzz	PF16994.6	1
zzz	PF09318.11	1
zzz	PF17039.6	1
zzz	PF04101.17	1
zzz	PF14307.7	1
zzz	PF03808.14	1
zzz	PF18230.2	1
zzz	PF12524.9	1
zzz	PF00903.26	1
zzz	PF12681.8	1
zzz	PF13468.7	1
zzz	PF13669.7	1
zzz	PF14696.7	1
zzz	PF18029.2	1
zzz	PF07250.12	1
zzz	PF04464.15	1
zzz	PF01153.20	1
zzz	PF08444.11	1
zzz	PF06021.12	1
zzz	PF02595.16	1
zzz	PF01228.22	1
zzz	PF09338.12	1
zzz	PF12810.8	1
zzz	PF14272.7	1
zzz	PF04488.16	1
zzz	PF19046.1	1
zzz	PF10647.10	1
zzz	PF10648.10	1
zzz	PF06540.12	1
zzz	PF05199.14	1
zzz	PF00732.20	1
zzz	PF05351.12	1
zzz	PF00958.23	1
zzz	PF09535.11	1
zzz	PF01109.18	1
zzz	PF08701.12	1
zzz	PF12746.8	1
zzz	PF13718.7	1
zzz	PF18164.2	1
zzz	PF18407.2	1
zzz	PF12369.9	1
zzz	PF00446.18	1
zzz	PF08178.12	1
zzz	PF03071.16	1
zzz	PF02447.17	1
zzz	PF00392.22	1
zzz	PF13807.7	1
zzz	PF13897.7	1
zzz	PF15070.7	1
zzz	PF09787.10	1
zzz	PF02188.18	1
zzz	PF08685.12	1
zzz	PF08738.11	1
zzz	PF17109.6	1
zzz	PF04178.13	1
zzz	PF05823.13	1
zzz	PF08677.11	1
zzz	PF09089.11	1
zzz	PF00516.19	1
zzz	PF18352.2	1
zzz	PF17420.3	1
zzz	PF07068.12	1
zzz	PF17388.3	1
zzz	PF03076.15	1
zzz	PF08804.11	1
zzz	PF09646.11	1
zzz	PF12604.9	1
zzz	PF05268.12	1
zzz	PF16677.6	1
zzz	PF03010.15	1
zzz	PF11025.9	1
zzz	PF00517.18	1
zzz	PF17510.3	1
zzz	PF09116.11	1
zzz	PF17470.3	1
zzz	PF07409.13	1
zzz	PF05973.15	1
zzz	PF17468.3	1
zzz	PF17594.3	1
zzz	PF07902.12	1
zzz	PF06715.13	1
zzz	PF06714.12	1
zzz	PF17471.3	1
zzz	PF17634.3	1
zzz	PF17469.3	1
zzz	PF17429.3	1
zzz	PF17463.3	1
zzz	PF17338.3	1
zzz	PF14829.7	1
zzz	PF10192.10	1
zzz	PF11904.9	1
zzz	PF02925.17	1
zzz	PF10110.10	1
zzz	PF16905.6	1
zzz	PF12537.9	1
zzz	PF06560.12	1
zzz	PF10342.10	1
zzz	PF05024.16	1
zzz	PF04113.15	1
zzz	PF06432.12	1
zzz	PF05719.12	1
zzz	PF15854.6	1
zzz	PF01184.20	1
zzz	PF11970.9	1
zzz	PF01825.22	1
zzz	PF15784.6	1
zzz	PF11359.9	1
zzz	PF02831.16	1
zzz	PF04965.15	1
zzz	PF02800.21	1
zzz	PF00044.25	1
zzz	PF11668.9	1
zzz	PF05084.14	1
zzz	PF10375.10	1
zzz	PF02893.21	1
zzz	PF16569.6	1
zzz	PF16555.6	1
zzz	PF16570.6	1
zzz	PF00746.22	1
zzz	PF01271.18	1
zzz	PF00396.19	1
zzz	PF03514.15	1
zzz	PF04495.15	1
zzz	PF04723.15	1
zzz	PF07355.13	1
zzz	PF07173.13	1
zzz	PF01272.20	1
zzz	PF03449.16	1
zzz	PF15782.6	1
zzz	PF11034.9	1
zzz	PF06212.13	1
zzz	PF15235.7	1
zzz	PF01465.21	1
zzz	PF16518.6	1
zzz	PF04155.19	1
zzz	PF07172.12	1
zzz	PF16984.6	1
zzz	PF04229.15	1
zzz	PF01025.20	1
zzz	PF07919.13	1
zzz	PF12742.8	1
zzz	PF14959.7	1
zzz	PF08885.12	1
zzz	PF07995.12	1
zzz	PF11055.9	1
zzz	PF07803.12	1
zzz	PF02955.17	1
zzz	PF02951.15	1
zzz	PF08886.12	1
zzz	PF00255.20	1
zzz	PF03199.16	1
zzz	PF03917.18	1
zzz	PF12437.9	1
zzz	PF05350.13	1
zzz	PF12019.9	1
zzz	PF12693.8	1
zzz	PF03738.15	1
zzz	PF00043.26	1
zzz	PF13410.7	1
zzz	PF14497.7	1
zzz	PF14834.7	1
zzz	PF16865.6	1
zzz	PF17171.5	1
zzz	PF02798.21	1
zzz	PF13409.7	1
zzz	PF13417.7	1
zzz	PF17172.5	1
zzz	PF18485.2	1
zzz	PF09698.11	1
zzz	PF08759.12	1
zzz	PF09594.11	1
zzz	PF11351.9	1
zzz	PF13547.7	1
zzz	PF02946.15	1
zzz	PF09729.10	1
zzz	PF16360.6	1
zzz	PF13167.7	1
zzz	PF01018.23	1
zzz	PF09027.11	1
zzz	PF12471.9	1
zzz	PF00925.21	1
zzz	PF01227.23	1
zzz	PF00009.28	1
zzz	PF03144.26	1
zzz	PF03143.18	1
zzz	PF14578.7	1
zzz	PF04670.13	1
zzz	PF04138.15	1
zzz	PF15259.7	1
zzz	PF00211.21	1
zzz	PF09778.10	1
zzz	PF00625.22	1
zzz	PF02058.16	1
zzz	PF13947.7	1
zzz	PF08152.13	1
zzz	PF05419.13	1
zzz	PF16416.6	1
zzz	PF06923.12	1
zzz	PF07088.12	1
zzz	PF05120.13	1
zzz	PF05455.12	1
zzz	PF05121.13	1
zzz	PF06386.12	1
zzz	PF05800.12	1
zzz	PF13457.7	1
zzz	PF06423.13	1
zzz	PF14607.7	1
zzz	PF01493.20	1
zzz	PF14323.7	1
zzz	PF16216.6	1
zzz	PF14231.7	1
zzz	PF08734.12	1
zzz	PF02213.17	1
zzz	PF14237.7	1
zzz	PF07253.12	1
zzz	PF02756.15	1
zzz	PF18053.2	1
zzz	PF06445.16	1
zzz	PF04162.13	1
zzz	PF01019.22	1
zzz	PF15991.6	1
zzz	PF02895.15	1
zzz	PF09040.12	1
zzz	PF03883.15	1
zzz	PF06831.15	1
zzz	PF03457.15	1
zzz	PF18239.2	1
zzz	PF04408.24	1
zzz	PF17993.2	1
zzz	PF04774.16	1
zzz	PF12710.8	1
zzz	PF13419.7	1
zzz	PF10307.10	1
zzz	PF18143.2	1
zzz	PF09065.11	1
zzz	PF05860.14	1
zzz	PF14830.7	1
zzz	PF14376.7	1
zzz	PF03928.15	1
zzz	PF14518.7	1
zzz	PF16123.6	1
zzz	PF07527.14	1
zzz	PF18545.2	1
zzz	PF18547.2	1
zzz	PF10112.10	1
zzz	PF05465.14	1
zzz	PF08663.11	1
zzz	PF02183.19	1
zzz	PF01725.17	1
zzz	PF04388.13	1
zzz	PF00672.26	1
zzz	PF18947.1	1
zzz	PF18575.2	1
zzz	PF09110.12	1
zzz	PF01567.17	1
zzz	PF01561.17	1
zzz	PF00846.19	1
zzz	PF03866.14	1
zzz	PF04849.14	1
zzz	PF10699.10	1
zzz	PF10297.10	1
zzz	PF11639.9	1
zzz	PF15196.7	1
zzz	PF05066.14	1
zzz	PF07443.14	1
zzz	PF04877.13	1
zzz	PF09378.11	1
zzz	PF06438.13	1
zzz	PF12330.9	1
zzz	PF02184.17	1
zzz	PF10394.10	1
zzz	PF02518.27	1
zzz	PF13581.7	1
zzz	PF13589.7	1
zzz	PF13749.7	1
zzz	PF14501.7	1
zzz	PF08214.12	1
zzz	PF14932.7	1
zzz	PF15003.7	1
zzz	PF14735.7	1
zzz	PF14817.7	1
zzz	PF14661.7	1
zzz	PF12944.8	1
zzz	PF06777.12	1
zzz	PF18534.2	1
zzz	PF16591.6	1
zzz	PF08539.12	1
zzz	PF08938.11	1
zzz	PF07432.14	1
zzz	PF07382.12	1
zzz	PF06594.12	1
zzz	PF14856.7	1
zzz	PF12154.9	1
zzz	PF17609.3	1
zzz	PF12507.9	1
zzz	PF07818.14	1
zzz	PF00955.22	1
zzz	PF07111.13	1
zzz	PF01543.18	1
zzz	PF01542.19	1
zzz	PF01539.18	1
zzz	PF01560.18	1
zzz	PF01538.19	1
zzz	PF01006.21	1
zzz	PF01001.20	1
zzz	PF01506.20	1
zzz	PF08300.14	1
zzz	PF08301.14	1
zzz	PF12941.8	1
zzz	PF01837.17	1
zzz	PF01966.23	1
zzz	PF04618.13	1
zzz	PF11496.9	1
zzz	PF12203.9	1
zzz	PF02329.17	1
zzz	PF06411.12	1
zzz	PF14701.7	1
zzz	PF15115.7	1
zzz	PF08668.13	1
zzz	PF02924.15	1
zzz	PF01517.19	1
zzz	PF12917.8	1
zzz	PF13023.7	1
zzz	PF13328.7	1
zzz	PF13487.7	1
zzz	PF18019.2	1
zzz	PF13286.7	1
zzz	PF12236.9	1
zzz	PF16002.6	1
zzz	PF09008.11	1
zzz	PF02985.23	1
zzz	PF13646.7	1
zzz	PF13513.7	1
zzz	PF03130.17	1
zzz	PF18817.2	1
zzz	PF15353.7	1
zzz	PF00632.26	1
zzz	PF09814.10	1
zzz	PF18436.2	1
zzz	PF16562.6	1
zzz	PF19191.1	1
zzz	PF12661.8	1
zzz	PF12949.8	1
zzz	PF00271.32	1
zzz	PF13307.7	1
zzz	PF13625.7	1
zzz	PF13871.7	1
zzz	PF12462.9	1
zzz	PF18149.2	1
zzz	PF05127.15	1
zzz	PF11408.9	1
zzz	PF18761.2	1
zzz	PF14214.7	1
zzz	PF14479.7	1
zzz	PF17111.6	1
